rsi_length,rsi_overbought,rsi_oversold,sl_multiplier,tp_multiplier,total_pnl,max_drawdown,total_trades,profitable_trades,profitable_pct,profit_factor,final_equity
3,60.0,40.0,0.5,1.6,-21.6274,21.63,48,10,20.83,0.1057,78.37
3,60.0,40.0,0.5,1.7,-23.3534,23.37,54,11,20.37,0.1165,76.65
3,60.0,40.0,0.5,1.8,-29.585,29.64,65,13,20.0,0.1095,70.42
3,60.0,40.0,0.5,1.9,-30.1063,30.19,67,13,19.4,0.1234,69.89
3,60.0,40.0,0.5,2.0,-32.9664,33.09,75,14,18.67,0.1284,67.03
3,60.0,40.0,0.5,2.1,-35.3997,35.42,82,15,18.29,0.1322,64.6
3,60.0,40.0,0.5,2.2,-37.8347,37.91,85,14,16.47,0.0975,62.17
3,60.0,40.0,0.5,2.3,-38.5614,38.69,89,15,16.85,0.1073,61.44
3,60.0,40.0,0.5,2.4,-41.2744,41.46,95,17,17.89,0.1122,58.73
3,60.0,40.0,0.5,2.5,-44.4675,44.7,99,16,16.16,0.098,55.53
3,60.0,40.0,0.6,1.0,-8.3206,8.32,16,2,12.5,0.0786,91.68
3,60.0,40.0,0.6,1.1,-10.5029,10.5,21,4,19.05,0.0825,89.5
3,60.0,40.0,0.6,1.2,-13.0104,13.01,27,3,11.11,0.0816,86.99
3,60.0,40.0,0.6,1.3,-15.6807,15.68,33,3,9.09,0.0814,84.32
3,60.0,40.0,0.6,1.4,-15.0464,15.05,33,7,21.21,0.1014,84.95
3,60.0,40.0,0.6,1.5,-19.5456,19.55,41,7,17.07,0.0968,80.45
3,60.0,40.0,0.6,1.6,-21.407,21.41,47,11,23.4,0.107,78.59
3,60.0,40.0,0.6,1.7,-23.169,23.19,53,12,22.64,0.1188,76.83
3,60.0,40.0,0.6,1.8,-29.6306,29.68,64,14,21.88,0.1114,70.37
3,60.0,40.0,0.6,1.9,-30.161,30.25,66,14,21.21,0.1261,69.84
3,60.0,40.0,0.6,2.0,-33.7626,33.88,73,14,19.18,0.1275,66.24
3,60.0,40.0,0.6,2.1,-35.2498,35.27,77,15,19.48,0.0957,64.75
3,60.0,40.0,0.6,2.2,-38.4169,38.49,83,14,16.87,0.0961,61.58
3,60.0,40.0,0.6,2.3,-39.7801,39.91,86,15,17.44,0.1043,60.22
3,60.0,40.0,0.6,2.4,-43.9974,44.18,93,15,16.13,0.0889,56.0
3,60.0,40.0,0.6,2.5,-45.3207,45.56,97,16,16.49,0.0963,54.68
3,60.0,40.0,0.7,1.0,-8.9216,8.92,16,2,12.5,0.0737,91.08
3,60.0,40.0,0.7,1.1,-12.1545,12.15,21,3,14.29,0.0705,87.85
3,60.0,40.0,0.7,1.2,-13.8474,13.85,27,3,11.11,0.077,86.15
3,60.0,40.0,0.7,1.3,-16.6431,16.64,33,3,9.09,0.0771,83.36
3,60.0,40.0,0.7,1.4,-16.0088,16.01,33,7,21.21,0.0959,83.99
3,60.0,40.0,0.7,1.5,-20.7012,20.7,41,7,17.07,0.0919,79.3
3,60.0,40.0,0.7,1.6,-22.6421,22.64,47,11,23.4,0.1017,77.36
3,60.0,40.0,0.7,1.7,-24.4749,24.49,53,12,22.64,0.1132,75.53
3,60.0,40.0,0.7,1.8,-31.2014,31.25,64,14,21.88,0.1064,68.8
3,60.0,40.0,0.7,1.9,-32.5799,32.67,66,13,19.7,0.1169,67.42
3,60.0,40.0,0.7,2.0,-36.3144,36.43,71,13,18.31,0.0811,63.69
3,60.0,40.0,0.7,2.1,-36.9639,36.98,77,15,19.48,0.0917,63.04
3,60.0,40.0,0.7,2.2,-40.8321,40.91,82,14,17.07,0.091,59.17
3,60.0,40.0,0.7,2.3,-44.2043,44.33,86,13,15.12,0.0791,55.8
3,60.0,40.0,0.7,2.4,-46.5863,46.77,93,15,16.13,0.0844,53.41
3,60.0,40.0,0.7,2.5,-47.4033,47.64,97,16,16.49,0.0925,52.6
3,60.0,40.0,0.8,1.0,-10.4601,10.46,16,2,12.5,0.0635,89.54
3,60.0,40.0,0.8,1.1,-12.9207,12.92,21,3,14.29,0.0666,87.08
3,60.0,40.0,0.8,1.2,-14.6843,14.68,27,3,11.11,0.073,85.32
3,60.0,40.0,0.8,1.3,-17.6055,17.61,33,3,9.09,0.0732,82.39
3,60.0,40.0,0.8,1.4,-16.9712,16.97,33,7,21.21,0.091,83.03
3,60.0,40.0,0.8,1.5,-21.8568,21.86,41,7,17.07,0.0874,78.14
3,60.0,40.0,0.8,1.6,-23.8772,23.88,47,11,23.4,0.097,76.12
3,60.0,40.0,0.8,1.7,-25.7808,25.8,53,12,22.64,0.1081,74.22
3,60.0,40.0,0.8,1.8,-32.1601,32.21,63,13,20.63,0.1034,67.84
3,60.0,40.0,0.8,1.9,-33.4203,33.51,63,12,19.05,0.0747,66.58
3,60.0,40.0,0.8,2.0,-35.2564,35.38,69,13,18.84,0.0833,64.74
3,60.0,40.0,0.8,2.1,-36.4312,36.45,74,15,20.27,0.0929,63.57
3,60.0,40.0,0.8,2.2,-40.5028,40.58,79,14,17.72,0.0808,59.5
3,60.0,40.0,0.8,2.3,-42.6971,42.82,84,15,17.86,0.0873,57.3
3,60.0,40.0,0.8,2.4,-44.5111,44.69,91,17,18.68,0.0944,55.49
3,60.0,40.0,0.8,2.5,-45.2799,45.51,95,18,18.95,0.1037,54.72
3,60.0,40.0,0.9,1.0,-9.0837,9.08,15,2,13.33,0.0725,90.92
3,60.0,40.0,0.9,1.1,-11.6045,11.63,20,4,20.0,0.0759,88.4
3,60.0,40.0,0.9,1.2,-13.3862,13.47,26,4,15.38,0.0848,86.61
3,60.0,40.0,0.9,1.3,-16.3799,16.38,32,4,12.5,0.0853,83.62
3,60.0,40.0,0.9,1.4,-15.6928,15.69,32,8,25.0,0.1074,84.31
3,60.0,40.0,0.9,1.5,-19.2662,19.27,39,8,20.51,0.1082,80.73
3,60.0,40.0,0.9,1.6,-21.286,21.29,45,12,26.67,0.1185,78.71
3,60.0,40.0,0.9,1.7,-23.9845,24.0,51,13,25.49,0.1265,76.02
3,60.0,40.0,0.9,1.8,-28.8096,28.86,58,13,22.41,0.083,71.19
3,60.0,40.0,0.9,1.9,-30.8948,30.98,61,13,21.31,0.0925,69.11
3,60.0,40.0,0.9,2.0,-33.2398,33.36,66,14,21.21,0.1004,66.76
3,60.0,40.0,0.9,2.1,-36.3749,36.4,72,15,20.83,0.0911,63.63
3,60.0,40.0,0.9,2.2,-37.9788,38.05,77,16,20.78,0.1001,62.02
3,60.0,40.0,0.9,2.3,-40.172,40.3,82,17,20.73,0.1073,59.83
3,60.0,40.0,0.9,2.4,-41.9574,42.14,89,19,21.35,0.1153,58.04
3,60.0,40.0,0.9,2.5,-41.4267,41.66,92,20,21.74,0.1292,58.57
3,60.0,40.0,1.0,1.0,-9.6311,9.63,15,2,13.33,0.0686,90.37
3,60.0,40.0,1.0,1.1,-11.4599,11.49,20,4,20.0,0.0768,88.54
3,60.0,40.0,1.0,1.2,-13.2741,13.35,26,4,15.38,0.0855,86.73
3,60.0,40.0,1.0,1.3,-14.7634,14.76,31,4,12.9,0.0937,85.24
3,60.0,40.0,1.0,1.4,-14.0063,14.09,31,8,25.81,0.1188,85.99
3,60.0,40.0,1.0,1.5,-17.6483,17.65,38,9,23.68,0.1181,82.35
3,60.0,40.0,1.0,1.6,-20.482,20.53,44,13,29.55,0.1249,79.52
3,60.0,40.0,1.0,1.7,-22.71,22.83,48,13,27.08,0.0878,77.29
3,60.0,40.0,1.0,1.8,-27.2776,27.47,57,15,26.32,0.0921,72.72
3,60.0,40.0,1.0,1.9,-29.2859,29.55,59,15,25.42,0.1034,70.71
3,60.0,40.0,1.0,2.0,-34.2681,34.61,65,14,21.54,0.0908,65.73
3,60.0,40.0,1.0,2.1,-34.9095,35.19,71,17,23.94,0.1031,65.09
3,60.0,40.0,1.0,2.2,-36.4995,36.87,76,18,23.68,0.1132,63.5
3,60.0,40.0,1.0,2.3,-38.7019,39.16,81,19,23.46,0.1212,61.3
3,60.0,40.0,1.0,2.4,-40.4689,41.02,88,21,23.86,0.1299,59.53
3,60.0,40.0,1.0,2.5,-39.8684,40.51,91,22,24.18,0.1455,60.13
3,60.0,40.0,1.1,1.0,-6.9437,6.94,14,3,21.43,0.1258,93.06
3,60.0,40.0,1.1,1.1,-8.7633,8.79,19,5,26.32,0.1315,91.24
3,60.0,40.0,1.1,1.2,-10.5644,10.64,25,5,20.0,0.1384,89.44
3,60.0,40.0,1.1,1.3,-12.0321,12.03,30,5,16.67,0.1467,87.97
3,60.0,40.0,1.1,1.4,-11.1911,11.27,30,9,30.0,0.1834,88.81
3,60.0,40.0,1.1,1.5,-15.692,15.69,37,10,27.03,0.1637,84.31
3,60.0,40.0,1.1,1.6,-21.6207,21.67,42,12,28.57,0.0709,78.38
3,60.0,40.0,1.1,1.7,-23.7318,23.85,48,13,27.08,0.0843,76.27
3,60.0,40.0,1.1,1.8,-28.3459,28.54,56,15,26.79,0.0889,71.65
3,60.0,40.0,1.1,1.9,-33.0933,33.36,59,13,22.03,0.08,66.91
3,60.0,40.0,1.1,2.0,-35.714,36.05,65,14,21.54,0.0875,64.29
3,60.0,40.0,1.1,2.1,-36.3751,36.65,71,17,23.94,0.0994,63.62
3,60.0,40.0,1.1,2.2,-38.0212,38.39,76,18,23.68,0.1092,61.98
3,60.0,40.0,1.1,2.3,-40.3026,40.76,81,19,23.46,0.1169,59.7
3,60.0,40.0,1.1,2.4,-42.1213,42.67,88,21,23.86,0.1255,57.88
3,60.0,40.0,1.1,2.5,-41.5208,42.16,91,22,24.18,0.1406,58.48
3,60.0,40.0,1.2,1.0,-7.3233,7.32,14,3,21.43,0.1201,92.68
3,60.0,40.0,1.2,1.1,-9.2178,9.25,19,5,26.32,0.1258,90.78
3,60.0,40.0,1.2,1.2,-11.0897,11.17,25,5,20.0,0.1328,88.91
3,60.0,40.0,1.2,1.3,-12.6197,12.62,30,5,16.67,0.1408,87.38
3,60.0,40.0,1.2,1.4,-12.583,12.66,30,9,30.0,0.1665,87.42
3,60.0,40.0,1.2,1.5,-20.2382,20.24,36,8,22.22,0.056,79.76
3,60.0,40.0,1.2,1.6,-20.9633,21.01,41,12,29.27,0.0729,79.04
3,60.0,40.0,1.2,1.7,-23.1188,23.24,47,13,27.66,0.0863,76.88
3,60.0,40.0,1.2,1.8,-30.4017,30.6,55,13,23.64,0.0718,69.6
3,60.0,40.0,1.2,1.9,-32.7694,33.03,58,13,22.41,0.0807,67.23
3,60.0,40.0,1.2,2.0,-35.4457,35.78,64,14,21.88,0.0881,64.55
3,60.0,40.0,1.2,2.1,-36.1001,36.38,70,18,25.71,0.1002,63.9
3,60.0,40.0,1.2,2.2,-37.7757,38.14,75,19,25.33,0.1105,62.22
3,60.0,40.0,1.2,2.3,-40.1098,40.57,80,20,25.0,0.1185,59.89
3,60.0,40.0,1.2,2.4,-41.9536,42.5,87,22,25.29,0.1275,58.05
3,60.0,40.0,1.2,2.5,-41.3267,41.97,90,23,25.56,0.1431,58.67
3,60.0,40.0,1.3,1.0,-4.9636,5.02,13,4,30.77,0.1756,95.04
3,60.0,40.0,1.3,1.1,-6.872,6.9,18,6,33.33,0.1738,93.13
3,60.0,40.0,1.3,1.2,-8.754,8.83,24,6,25.0,0.1766,91.25
3,60.0,40.0,1.3,1.3,-11.0898,11.09,29,6,20.69,0.1723,88.91
3,60.0,40.0,1.3,1.4,-13.9245,14.0,28,8,28.57,0.0758,86.08
3,60.0,40.0,1.3,1.5,-18.0662,18.07,35,9,25.71,0.0796,81.93
3,60.0,40.0,1.3,1.6,-18.7571,18.81,40,13,32.5,0.0995,81.24
3,60.0,40.0,1.3,1.7,-21.8654,21.99,46,14,30.43,0.1088,78.13
3,60.0,40.0,1.3,1.8,-28.3966,28.59,54,14,25.93,0.0925,71.6
3,60.0,40.0,1.3,1.9,-32.1332,32.4,58,14,24.14,0.0978,67.87
3,60.0,40.0,1.3,2.0,-34.8308,35.17,64,15,23.44,0.1051,65.17
3,60.0,40.0,1.3,2.1,-35.444,35.72,70,19,27.14,0.1181,64.56
3,60.0,40.0,1.3,2.2,-37.1148,37.48,75,20,26.67,0.1287,62.89
3,60.0,40.0,1.3,2.3,-39.4671,39.93,80,21,26.25,0.1366,60.53
3,60.0,40.0,1.3,2.4,-41.3017,41.85,87,23,26.44,0.1456,58.7
3,60.0,40.0,1.3,2.5,-41.2634,41.91,90,24,26.67,0.1602,58.74
3,60.0,40.0,1.4,1.0,-5.2215,5.28,13,4,30.77,0.1684,94.78
3,60.0,40.0,1.4,1.1,-7.2047,7.23,18,6,33.33,0.1672,92.8
3,60.0,40.0,1.4,1.2,-9.1576,9.24,24,6,25.0,0.1701,90.84
3,60.0,40.0,1.4,1.3,-15.2087,15.21,28,4,14.29,0.052,84.79
3,60.0,40.0,1.4,1.4,-14.5358,14.62,28,8,28.57,0.0729,85.46
3,60.0,40.0,1.4,1.5,-18.816,18.82,35,9,25.71,0.0767,81.18
3,60.0,40.0,1.4,1.6,-20.4764,20.53,40,13,32.5,0.0919,79.52
3,60.0,40.0,1.4,1.7,-22.7442,22.87,46,14,30.43,0.105,77.26
3,60.0,40.0,1.4,1.8,-29.4957,29.69,54,14,25.93,0.0894,70.5
3,60.0,40.0,1.4,1.9,-33.3833,33.65,58,14,24.14,0.0945,66.62
3,60.0,40.0,1.4,2.0,-36.1629,36.5,64,15,23.44,0.1016,63.84
3,60.0,40.0,1.4,2.1,-36.7957,37.07,70,19,27.14,0.1143,63.2
3,60.0,40.0,1.4,2.2,-38.5227,38.89,75,20,26.67,0.1246,61.48
3,60.0,40.0,1.4,2.3,-40.9541,41.41,80,21,26.25,0.1323,59.05
3,60.0,40.0,1.4,2.4,-43.4898,44.04,87,23,26.44,0.1393,56.51
3,60.0,40.0,1.4,2.5,-41.0571,41.7,88,24,27.27,0.1609,58.94
3,60.0,40.0,1.5,1.0,-5.4795,5.54,13,4,30.77,0.1618,94.52
3,60.0,40.0,1.5,1.1,-7.5374,7.57,18,6,33.33,0.161,92.46
3,60.0,40.0,1.5,1.2,-13.0996,13.18,23,4,17.39,0.0439,86.9
3,60.0,40.0,1.5,1.3,-15.82,15.82,28,4,14.29,0.0501,84.18
3,60.0,40.0,1.5,1.4,-15.1471,15.23,28,8,28.57,0.0701,84.85
3,60.0,40.0,1.5,1.5,-20.5086,20.51,35,9,25.71,0.0708,79.49
3,60.0,40.0,1.5,1.6,-21.2843,21.33,40,13,32.5,0.0887,78.72
3,60.0,40.0,1.5,1.7,-23.6229,23.74,46,14,30.43,0.1015,76.38
3,60.0,40.0,1.5,1.8,-30.5948,30.79,54,14,25.93,0.0864,69.41
3,60.0,40.0,1.5,1.9,-34.6333,34.9,58,14,24.14,0.0914,65.37
3,60.0,40.0,1.5,2.0,-37.495,37.83,64,15,23.44,0.0984,62.51
3,60.0,40.0,1.5,2.1,-38.1476,38.42,70,19,27.14,0.1107,61.85
3,60.0,40.0,1.5,2.2,-39.9305,40.3,75,20,26.67,0.1207,60.07
3,60.0,40.0,1.5,2.3,-42.441,42.9,80,21,26.25,0.1282,57.56
3,60.0,40.0,1.5,2.4,-43.2362,43.79,85,23,27.06,0.14,56.76
3,60.0,40.0,1.5,2.5,-42.5655,43.21,88,24,27.27,0.1561,57.43
4,60.0,40.0,0.1,1.0,-4.0474,4.05,14,2,14.29,0.149,95.95
4,60.0,40.0,0.1,1.1,-4.9285,4.93,17,4,23.53,0.1608,95.07
4,60.0,40.0,0.1,1.2,-7.2182,7.22,24,4,16.67,0.1456,92.78
4,60.0,40.0,0.1,1.3,-9.2805,9.28,30,4,13.33,0.1404,90.72
4,60.0,40.0,0.1,1.4,-8.6655,8.67,30,8,26.67,0.178,91.33
4,60.0,40.0,0.1,1.5,-11.7719,11.77,38,8,21.05,0.1649,88.23
4,60.0,40.0,0.1,1.6,-14.9445,14.94,47,10,21.28,0.1581,85.06
4,60.0,40.0,0.1,1.7,-19.2989,19.32,55,10,18.18,0.1349,80.7
4,60.0,40.0,0.1,1.8,-23.4677,23.52,65,12,18.46,0.1308,76.53
4,60.0,40.0,0.1,1.9,-23.8441,23.93,67,12,17.91,0.1466,76.16
4,60.0,40.0,0.1,2.0,-27.9216,28.04,76,13,17.11,0.1434,72.08
4,60.0,40.0,0.1,2.1,-29.3967,29.42,83,15,18.07,0.1522,70.6
4,60.0,40.0,0.1,2.2,-30.5174,30.59,88,16,18.18,0.163,69.48
4,60.0,40.0,0.1,2.3,-31.0364,31.16,92,16,17.39,0.1757,68.96
4,60.0,40.0,0.1,2.4,-32.7859,32.97,99,18,18.18,0.1822,67.21
4,60.0,40.0,0.1,2.5,-36.0039,36.24,105,18,17.14,0.1784,64.0
4,60.0,40.0,0.2,1.0,-4.4807,4.48,14,2,14.29,0.1366,95.52
4,60.0,40.0,0.2,1.1,-5.4385,5.44,17,4,23.53,0.1479,94.56
4,60.0,40.0,0.2,1.2,-7.8686,7.87,24,4,16.67,0.1352,92.13
4,60.0,40.0,0.2,1.3,-10.0564,10.06,30,4,13.33,0.131,89.94
4,60.0,40.0,0.2,1.4,-9.4414,9.44,30,8,26.67,0.1658,90.56
4,60.0,40.0,0.2,1.5,-12.713,12.71,38,8,21.05,0.1546,87.29
4,60.0,40.0,0.2,1.6,-16.9801,16.98,47,9,19.15,0.1294,83.02
4,60.0,40.0,0.2,1.7,-18.5015,18.52,53,10,18.87,0.1399,81.5
4,60.0,40.0,0.2,1.8,-22.8359,22.89,63,12,19.05,0.134,77.16
4,60.0,40.0,0.2,1.9,-23.7936,23.88,65,12,18.46,0.1469,76.21
4,60.0,40.0,0.2,2.0,-27.4089,27.53,74,13,17.57,0.1457,72.59
4,60.0,40.0,0.2,2.1,-28.8942,28.92,81,15,18.52,0.1544,71.11
4,60.0,40.0,0.2,2.2,-30.0226,30.1,86,16,18.6,0.1653,69.98
4,60.0,40.0,0.2,2.3,-30.5289,30.66,90,17,18.89,0.1784,69.47
4,60.0,40.0,0.2,2.4,-33.1029,33.28,97,19,19.59,0.1781,66.9
4,60.0,40.0,0.2,2.5,-38.6748,38.91,103,19,18.45,0.127,61.33
4,60.0,40.0,0.3,1.0,-4.9139,4.91,14,2,14.29,0.1261,95.09
4,60.0,40.0,0.3,1.1,-5.9484,5.95,17,4,23.53,0.137,94.05
4,60.0,40.0,0.3,1.2,-8.5191,8.52,24,4,16.67,0.1262,91.48
4,60.0,40.0,0.3,1.3,-10.8323,10.83,30,4,13.33,0.1228,89.17
4,60.0,40.0,0.3,1.4,-10.2172,10.22,30,8,26.67,0.1552,89.78
4,60.0,40.0,0.3,1.5,-14.592,14.59,38,7,18.42,0.1255,85.41
4,60.0,40.0,0.3,1.6,-18.1298,18.13,47,9,19.15,0.1222,81.87
4,60.0,40.0,0.3,1.7,-19.7221,19.74,53,10,18.87,0.1324,80.28
4,60.0,40.0,0.3,1.8,-24.856,24.91,63,12,19.05,0.1245,75.14
4,60.0,40.0,0.3,1.9,-25.2999,25.39,65,12,18.46,0.1393,74.7
4,60.0,40.0,0.3,2.0,-29.0592,29.18,74,13,17.57,0.1386,70.94
4,60.0,40.0,0.3,2.1,-30.6028,30.62,81,15,18.52,0.1471,69.4
4,60.0,40.0,0.3,2.2,-31.7873,31.86,86,16,18.6,0.1576,68.21
4,60.0,40.0,0.3,2.3,-33.1332,33.26,90,16,17.78,0.1633,66.87
4,60.0,40.0,0.3,2.4,-38.0801,38.26,97,18,18.56,0.1158,61.92
4,60.0,40.0,0.3,2.5,-40.7876,41.02,103,19,18.45,0.1212,59.21
4,60.0,40.0,0.4,1.0,-5.3472,5.35,14,2,14.29,0.1171,94.65
4,60.0,40.0,0.4,1.1,-6.4584,6.46,17,4,23.53,0.1276,93.54
4,60.0,40.0,0.4,1.2,-9.1696,9.17,24,4,16.67,0.1183,90.83
4,60.0,40.0,0.4,1.3,-11.6082,11.61,30,4,13.33,0.1155,88.39
4,60.0,40.0,0.4,1.4,-11.9308,11.93,30,7,23.33,0.1246,88.07
4,60.0,40.0,0.4,1.5,-15.5852,15.59,38,7,18.42,0.1184,84.41
4,60.0,40.0,0.4,1.6,-18.1181,18.12,46,9,19.57,0.1223,81.88
4,60.0,40.0,0.4,1.7,-20.3413,20.36,52,10,19.23,0.1289,79.66
4,60.0,40.0,0.4,1.8,-26.3184,26.37,63,12,19.05,0.1184,73.68
4,60.0,40.0,0.4,1.9,-26.8062,26.89,65,12,18.46,0.1326,73.19
4,60.0,40.0,0.4,2.0,-30.7094,30.83,74,13,17.57,0.1322,69.29
4,60.0,40.0,0.4,2.1,-32.3115,32.33,81,15,18.52,0.1404,67.69
4,60.0,40.0,0.4,2.2,-34.356,34.43,86,15,17.44,0.1448,65.64
4,60.0,40.0,0.4,2.3,-38.042,38.17,90,15,16.67,0.1036,61.96
4,60.0,40.0,0.4,2.4,-40.0944,40.28,97,18,18.56,0.1107,59.91
4,60.0,40.0,0.4,2.5,-42.4559,42.69,101,18,17.82,0.1161,57.54
4,60.0,40.0,0.5,1.0,-5.7804,5.78,14,2,14.29,0.1093,94.22
4,60.0,40.0,0.5,1.1,-6.9683,6.97,17,4,23.53,0.1194,93.03
4,60.0,40.0,0.5,1.2,-9.82,9.82,24,4,16.67,0.1114,90.18
4,60.0,40.0,0.5,1.3,-13.3217,13.32,30,3,10.0,0.0944,86.68
4,60.0,40.0,0.5,1.4,-12.7588,12.76,30,7,23.33,0.1174,87.24
4,60.0,40.0,0.5,1.5,-16.5784,16.58,38,7,18.42,0.1121,83.42
4,60.0,40.0,0.5,1.6,-19.8024,19.8,46,9,19.57,0.113,80.2
4,60.0,40.0,0.5,1.7,-21.5388,21.56,52,10,19.23,0.1227,78.46
4,60.0,40.0,0.5,1.8,-27.7808,27.83,63,12,19.05,0.1128,72.22
4,60.0,40.0,0.5,1.9,-28.3124,28.4,65,12,18.46,0.1264,71.69
4,60.0,40.0,0.5,2.0,-31.1829,31.3,73,13,17.81,0.1304,68.82
4,60.0,40.0,0.5,2.1,-33.6266,33.65,80,14,17.5,0.1335,66.37
4,60.0,40.0,0.5,2.2,-38.011,38.09,85,14,16.47,0.0921,61.99
4,60.0,40.0,0.5,2.3,-38.7482,38.88,89,15,16.85,0.1019,61.25
4,60.0,40.0,0.5,2.4,-41.4715,41.65,95,17,17.89,0.107,58.53
4,60.0,40.0,0.5,2.5,-44.6749,44.91,99,16,16.16,0.0928,55.33
4,60.0,40.0,0.6,1.0,-6.2137,6.21,14,2,14.29,0.1025,93.79
4,60.0,40.0,0.6,1.1,-7.4783,7.48,17,4,23.53,0.1122,92.52
4,60.0,40.0,0.6,1.2,-10.0222,10.02,23,3,13.04,0.1034,89.98
4,60.0,40.0,0.6,1.3,-12.729,12.73,29,3,10.34,0.0984,87.27
4,60.0,40.0,0.6,1.4,-12.1311,12.13,29,7,24.14,0.1228,87.87
4,60.0,40.0,0.6,1.5,-16.6668,16.67,37,7,18.92,0.1116,83.33
4,60.0,40.0,0.6,1.6,-19.4039,19.4,45,10,22.22,0.1154,80.6
4,60.0,40.0,0.6,1.7,-21.1763,21.2,51,11,21.57,0.126,78.82
4,60.0,40.0,0.6,1.8,-27.6483,27.7,62,13,20.97,0.1155,72.35
4,60.0,40.0,0.6,1.9,-28.189,28.28,64,13,20.31,0.1299,71.81
4,60.0,40.0,0.6,2.0,-31.801,31.92,71,13,18.31,0.1301,68.2
4,60.0,40.0,0.6,2.1,-35.4054,35.43,77,14,18.18,0.0903,64.59
4,60.0,40.0,0.6,2.2,-38.5829,38.66,83,14,16.87,0.0909,61.42
4,60.0,40.0,0.6,2.3,-39.9565,40.08,86,15,17.44,0.0991,60.04
4,60.0,40.0,0.6,2.4,-44.1841,44.37,93,15,16.13,0.0839,55.82
4,60.0,40.0,0.6,2.5,-45.5178,45.75,97,16,16.49,0.0913,54.48
4,60.0,40.0,0.7,1.0,-6.647,6.65,14,2,14.29,0.0964,93.35
4,60.0,40.0,0.7,1.1,-8.9258,8.93,17,3,17.65,0.0936,91.07
4,60.0,40.0,0.7,1.2,-10.655,10.66,23,3,13.04,0.0979,89.34
4,60.0,40.0,0.7,1.3,-13.4872,13.49,29,3,10.34,0.0934,86.51
4,60.0,40.0,0.7,1.4,-12.8894,12.89,29,7,24.14,0.1164,87.11
4,60.0,40.0,0.7,1.5,-17.6182,17.62,37,7,18.92,0.1062,82.38
4,60.0,40.0,0.7,1.6,-20.4609,20.46,45,10,22.22,0.1101,79.54
4,60.0,40.0,0.7,1.7,-22.3041,22.32,51,11,21.57,0.1204,77.7
4,60.0,40.0,0.7,1.8,-29.041,29.09,62,13,20.97,0.1106,70.96
4,60.0,40.0,0.7,1.9,-30.4298,30.52,64,12,18.75,0.1205,69.57
4,60.0,40.0,0.7,2.0,-36.4493,36.57,71,12,16.9,0.0766,63.55
4,60.0,40.0,0.7,2.1,-37.1092,37.13,77,14,18.18,0.0865,62.89
4,60.0,40.0,0.7,2.2,-40.9878,41.06,82,14,17.07,0.086,59.01
4,60.0,40.0,0.7,2.3,-44.3703,44.5,86,13,15.12,0.0742,55.63
4,60.0,40.0,0.7,2.4,-46.7627,46.94,93,15,16.13,0.0796,53.24
4,60.0,40.0,0.7,2.5,-47.5901,47.82,97,16,16.49,0.0877,52.41
4,60.0,40.0,0.8,1.0,-8.0178,8.02,14,2,14.29,0.0813,91.98
4,60.0,40.0,0.8,1.1,-9.4877,9.49,17,3,17.65,0.0886,90.51
4,60.0,40.0,0.8,1.2,-11.2879,11.29,23,3,13.04,0.0929,88.71
4,60.0,40.0,0.8,1.3,-14.2455,14.25,29,3,10.34,0.0889,85.75
4,60.0,40.0,0.8,1.4,-13.6476,13.65,29,7,24.14,0.1107,86.35
4,60.0,40.0,0.8,1.5,-18.5696,18.57,37,7,18.92,0.1014,81.43
4,60.0,40.0,0.8,1.6,-21.5179,21.52,45,10,22.22,0.1053,78.48
4,60.0,40.0,0.8,1.7,-23.4319,23.45,51,11,21.57,0.1153,76.57
4,60.0,40.0,0.8,1.8,-29.8215,29.87,61,12,19.67,0.1078,70.18
4,60.0,40.0,0.8,1.9,-33.5345,33.62,63,11,17.46,0.0708,66.47
4,60.0,40.0,0.8,2.0,-35.3809,35.5,69,12,17.39,0.0788,64.62
4,60.0,40.0,0.8,2.1,-36.5661,36.59,74,14,18.92,0.0877,63.43
4,60.0,40.0,0.8,2.2,-40.6481,40.72,79,14,17.72,0.0757,59.35
4,60.0,40.0,0.8,2.3,-42.8528,42.98,84,15,17.86,0.0823,57.15
4,60.0,40.0,0.8,2.4,-44.6771,44.86,91,17,18.68,0.0895,55.32
4,60.0,40.0,0.8,2.5,-45.4564,45.69,95,18,18.95,0.0987,54.54
4,60.0,40.0,0.9,1.0,-6.4736,6.47,13,2,15.38,0.0988,93.53
4,60.0,40.0,0.9,1.1,-7.9674,8.0,16,4,25.0,0.1069,92.03
4,60.0,40.0,0.9,1.2,-9.7855,9.87,22,4,18.18,0.1125,90.21
4,60.0,40.0,0.9,1.3,-12.8157,12.82,28,4,14.29,0.1065,87.18
4,60.0,40.0,0.9,1.4,-12.165,12.17,28,8,28.57,0.1344,87.83
4,60.0,40.0,0.9,1.5,-15.7749,15.77,35,8,22.86,0.129,84.23
4,60.0,40.0,0.9,1.6,-18.7486,18.75,43,11,25.58,0.131,81.25
4,60.0,40.0,0.9,1.7,-21.4575,21.48,49,12,24.49,0.1369,78.54
4,60.0,40.0,0.9,1.8,-28.903,28.96,58,12,20.69,0.0797,71.1
4,60.0,40.0,0.9,1.9,-30.9986,31.09,61,12,19.67,0.0885,69.0
4,60.0,40.0,0.9,2.0,-33.3539,33.47,66,13,19.7,0.0957,66.65
4,60.0,40.0,0.9,2.1,-36.4995,36.52,72,14,19.44,0.0859,63.5
